system,hardware,profile,stage,stage_name,required_optional,intended_targets,actual_targets,intended_backend,actual_backend,workers_intended,workers_actual,isa_intended,isa_actual,utilization_pressure_expectation,measured_utilization_pressure,allocation_expectation,achieved_allocation,verification_expectation,verification_achieved,intended_duration_seconds,actual_sustained_duration_seconds,lvs_reported_verdict,independent_acceptance_status,confidence,issue_root_cause,rerun_required,notes_evidence_paths
Core i9-14900 / Intel RPL-S / RTX 5090,NVIDIA GeForce RTX 5090 [discrete] 0000:02:00.0; Intel(R) Graphics (RPL-S) [integrated] 0000:00:02.0,x86_64 Integrated and Discrete GPU Acceptance Rerun,x86_id_acceptance_igpu_stateful,Integrated GPU Vulkan Stateful Shared Memory,required,integrated_all,Intel(R) Graphics (RPL-S),gpu_3d:vulkan_compute,python_vulkan_compute,one per selected GPU / one memory worker as configured,1,N/A,N/A,sustained assigned memory/GPU pressure and verified progress,worker/GPU telemetry; see worker evidence,gpu_3d=80%,gpu assigned=40212148224 achieved=40212152320 ratio=1.0,durable backend-specific verification/readback/integrity evidence,Intel(R) Graphics (RPL-S):passes=89 failures=0,600,601.1235755980015,pass,VALIDATED,High,"Correct physical target/backend, sustained progress, positive verification, and required concurrency/allocation",No,results/2026-08-13_14-12-23_x86_64 Integrated and Discrete GPU Acceptance Rerun/run_manifest.json; profile_used.json; system_info.json; raw_telemetry.csv; worker_results/; worker_logs/; advanced_debug/
Core i9-14900 / Intel RPL-S / RTX 5090,NVIDIA GeForce RTX 5090 [discrete] 0000:02:00.0; Intel(R) Graphics (RPL-S) [integrated] 0000:00:02.0,x86_64 Integrated and Discrete GPU Acceptance Rerun,x86_id_acceptance_dgpu_compute,Discrete GPU Vulkan Compute,required,discrete_all,NVIDIA GeForce RTX 5090,gpu_3d:vulkan_compute,python_vulkan_compute,one per selected GPU / one memory worker as configured,1,N/A,N/A,sustained assigned memory/GPU pressure and verified progress,worker/GPU telemetry; see worker evidence,N/A,gpu assigned=1073741824 achieved=1073745920 ratio=1.0,durable backend-specific verification/readback/integrity evidence,NVIDIA GeForce RTX 5090:passes=2897 failures=0,600,600.8092039399926,pass,VALIDATED,High,"Correct physical target/backend, sustained progress, positive verification, and required concurrency/allocation",No,results/2026-08-13_14-12-23_x86_64 Integrated and Discrete GPU Acceptance Rerun/run_manifest.json; profile_used.json; system_info.json; raw_telemetry.csv; worker_results/; worker_logs/; advanced_debug/
Core i9-14900 / Intel RPL-S / RTX 5090,NVIDIA GeForce RTX 5090 [discrete] 0000:02:00.0; Intel(R) Graphics (RPL-S) [integrated] 0000:00:02.0,x86_64 Integrated and Discrete GPU Acceptance Rerun,x86_id_acceptance_dgpu_transfer,Discrete GPU Vulkan Transfer,required,discrete_all,NVIDIA GeForce RTX 5090,gpu_3d:vulkan,python_vulkan_transfer,one per selected GPU / one memory worker as configured,1,N/A,N/A,sustained assigned memory/GPU pressure and verified progress,worker/GPU telemetry; see worker evidence,N/A,gpu assigned=402653184 achieved=805306368 ratio=1.0,durable backend-specific verification/readback/integrity evidence,NVIDIA GeForce RTX 5090:passes=6408 failures=0,600,600.1539160690008,pass,VALIDATED,High,"Correct physical target/backend, sustained progress, positive verification, and required concurrency/allocation",No,results/2026-08-13_14-12-23_x86_64 Integrated and Discrete GPU Acceptance Rerun/run_manifest.json; profile_used.json; system_info.json; raw_telemetry.csv; worker_results/; worker_logs/; advanced_debug/
Core i9-14900 / Intel RPL-S / RTX 5090,NVIDIA GeForce RTX 5090 [discrete] 0000:02:00.0; Intel(R) Graphics (RPL-S) [integrated] 0000:00:02.0,x86_64 Integrated and Discrete GPU Acceptance Rerun,x86_id_acceptance_dgpu_stateful,Discrete GPU Vulkan Stateful Dedicated Memory,required,discrete_all,NVIDIA GeForce RTX 5090,gpu_3d:vulkan_compute,python_vulkan_compute,one per selected GPU / one memory worker as configured,1,N/A,N/A,sustained assigned memory/GPU pressure and verified progress,worker/GPU telemetry; see worker evidence,gpu_3d=90%,gpu assigned=30771822592 achieved=30771826688 ratio=1.0,durable backend-specific verification/readback/integrity evidence,NVIDIA GeForce RTX 5090:passes=4138 failures=0,600,601.3772975030006,pass,VALIDATED,High,"Correct physical target/backend, sustained progress, positive verification, and required concurrency/allocation",No,results/2026-08-13_14-12-23_x86_64 Integrated and Discrete GPU Acceptance Rerun/run_manifest.json; profile_used.json; system_info.json; raw_telemetry.csv; worker_results/; worker_logs/; advanced_debug/
Core i9-14900 / Intel RPL-S / RTX 5090,NVIDIA GeForce RTX 5090 [discrete] 0000:02:00.0; Intel(R) Graphics (RPL-S) [integrated] 0000:00:02.0,x86_64 Integrated and Discrete GPU Acceptance Rerun,x86_id_acceptance_ram_igpu,Combined RAM and iGPU Shared Memory,required,integrated_all,Intel(R) Graphics (RPL-S),memory:native; gpu_3d:vulkan_compute,python_vulkan_compute,one per selected GPU / one memory worker as configured,2,N/A,N/A,sustained assigned memory/GPU pressure and verified progress,"memory used median=61.08 GiB, max=61.14 GiB",memory=70%; gpu_3d=70%,gpu assigned=25183378678 achieved=25183382528 ratio=1.0,durable backend-specific verification/readback/integrity evidence,Intel(R) Graphics (RPL-S):passes=73 failures=0,600,601.5543277320103,pass,VALIDATED,High,"Correct physical target/backend, sustained progress, positive verification, and required concurrency/allocation",No,results/2026-08-13_14-12-23_x86_64 Integrated and Discrete GPU Acceptance Rerun/run_manifest.json; profile_used.json; system_info.json; raw_telemetry.csv; worker_results/; worker_logs/; advanced_debug/
Core i9-14900 / Intel RPL-S / RTX 5090,NVIDIA GeForce RTX 5090 [discrete] 0000:02:00.0; Intel(R) Graphics (RPL-S) [integrated] 0000:00:02.0,x86_64 Integrated and Discrete GPU Acceptance Rerun,x86_id_acceptance_ram_dgpu,Combined RAM and dGPU Dedicated Memory,required,discrete_all,NVIDIA GeForce RTX 5090,memory:native; vram:vulkan,python_vulkan_compute,one per selected GPU / one memory worker as configured,2,N/A,N/A,sustained assigned memory/GPU pressure and verified progress,"memory used median=56.36 GiB, max=56.47 GiB",memory=80%; vram=90%,gpu assigned=30771825868 achieved=30771829760 ratio=1.0,durable backend-specific verification/readback/integrity evidence,NVIDIA GeForce RTX 5090:passes=2673 failures=0,600,602.3148970530019,pass,VALIDATED,High,"Correct physical target/backend, sustained progress, positive verification, and required concurrency/allocation",No,results/2026-08-13_14-12-23_x86_64 Integrated and Discrete GPU Acceptance Rerun/run_manifest.json; profile_used.json; system_info.json; raw_telemetry.csv; worker_results/; worker_logs/; advanced_debug/
Core i9-14900 / Intel RPL-S / RTX 5090,NVIDIA GeForce RTX 5090 [discrete] 0000:02:00.0; Intel(R) Graphics (RPL-S) [integrated] 0000:00:02.0,x86_64 Integrated and Discrete GPU Acceptance Rerun,x86_id_acceptance_igpu_dgpu,Combined iGPU and dGPU Compute,required,all,NVIDIA GeForce RTX 5090; Intel(R) Graphics (RPL-S),gpu_3d:vulkan_compute,python_vulkan_compute,one per selected GPU / one memory worker as configured,2,N/A,N/A,sustained assigned memory/GPU pressure and verified progress,worker/GPU telemetry; see worker evidence,N/A,gpu assigned=1073741824 achieved=1073745920 ratio=1.0; gpu assigned=75829248 achieved=75833344 ratio=1.0,durable backend-specific verification/readback/integrity evidence,NVIDIA GeForce RTX 5090:passes=2904 failures=0 | Intel(R) Graphics (RPL-S):passes=910 failures=0,600,600.8313359689928,pass,VALIDATED,High,"Correct physical target/backend, sustained progress, positive verification, and required concurrency/allocation",No,results/2026-08-13_14-12-23_x86_64 Integrated and Discrete GPU Acceptance Rerun/run_manifest.json; profile_used.json; system_info.json; raw_telemetry.csv; worker_results/; worker_logs/; advanced_debug/
Core i9-14900 / Intel RPL-S / RTX 5090,NVIDIA GeForce RTX 5090 [discrete] 0000:02:00.0; Intel(R) Graphics (RPL-S) [integrated] 0000:00:02.0,x86_64 Integrated and Discrete GPU Acceptance Rerun,x86_id_acceptance_ram_all_gpu_memory,Combined RAM iGPU and dGPU Memory,required,all,NVIDIA GeForce RTX 5090; Intel(R) Graphics (RPL-S),memory:native; vram:vulkan,python_vulkan_compute,one per selected GPU / one memory worker as configured,3,N/A,N/A,sustained assigned memory/GPU pressure and verified progress,"memory used median=61.14 GiB, max=61.24 GiB",memory=70%; vram=70%,gpu assigned=23933642342 achieved=23933645824 ratio=1.0; gpu assigned=25369562908 achieved=25369566208 ratio=1.0,durable backend-specific verification/readback/integrity evidence,NVIDIA GeForce RTX 5090:passes=3154 failures=0 | Intel(R) Graphics (RPL-S):passes=75 failures=0,600,601.6258784140082,pass,VALIDATED,High,"Correct physical target/backend, sustained progress, positive verification, and required concurrency/allocation",No,results/2026-08-13_14-12-23_x86_64 Integrated and Discrete GPU Acceptance Rerun/run_manifest.json; profile_used.json; system_info.json; raw_telemetry.csv; worker_results/; worker_logs/; advanced_debug/
Core i9-14900 / Intel RPL-S / RTX 5090,NVIDIA GeForce RTX 5090 [discrete] 0000:02:00.0; Intel(R) Graphics (RPL-S) [integrated] 0000:00:02.0,x86_64 Integrated and Discrete GPU Acceptance Rerun,x86_id_acceptance_full,Combined Full CPU RAM iGPU and dGPU,required,all+all,"CPU 0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31; NVIDIA GeForce RTX 5090; Intel(R) Graphics (RPL-S)",cpu:native; memory:native; gpu_3d:vulkan_compute; vram:vulkan,python_vulkan_compute,32,4,auto,resolved common-safe/native evidence in manifest,near-full target CPU saturation,"aggregate median=100.00%, p10=100.00%, min=100.00%, lowest logical median=100.00%",memory=70%; vram=70%,gpu assigned=23933642342 achieved=23933645824 ratio=1.0; gpu assigned=25602812264 achieved=25602816000 ratio=1.0,durable backend-specific verification/readback/integrity evidence,NVIDIA GeForce RTX 5090:passes=2660 failures=0 | Intel(R) Graphics (RPL-S):passes=107 failures=0,600,601.546229005995,fail,FAILED,High,"All participants ran, but native RAM recorded two real inverted_mix64 mismatches",Yes (single full mixed stage),results/2026-08-13_14-12-23_x86_64 Integrated and Discrete GPU Acceptance Rerun/run_manifest.json; profile_used.json; system_info.json; raw_telemetry.csv; worker_results/; worker_logs/; advanced_debug/
Ryzen 5 8600G / Radeon 760M / RX 550 / T1000 / RTX PRO 6000,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition [discrete] 0000:01:00.0; AMD Radeon RX 550 / 550 Series [discrete] 0000:04:00.0; NVIDIA T1000 8GB [discrete] 0000:05:00.0; AMD Radeon 760M Graphics [integrated] 0000:08:00.0,x86_64 Integrated and Discrete GPU Acceptance Rerun,x86_id_acceptance_cpu_stress_ng,CPU stress-ng Verified Saturation,required,logical CPU set,"CPU 0,1,2,3,4,5,6,7,8,9,10,11",cpu:stress_ng,stress_ng,12,1,auto,resolved common-safe/native evidence in manifest,near-full target CPU saturation,"aggregate median=100.00%, p10=100.00%, min=99.94%, lowest logical median=100.00%",N/A,N/A,durable backend-specific verification/readback/integrity evidence,"stress_ng:passed=12 failed=0 metrics=[{'bogo_ops': 5543434, 'bogo_ops_per_second_cpu': 785.16, 'bogo_ops_per_second_real': 9224.35, 'real_time_seconds': 600.96, 'stressor': 'cpu', 'system_time_seconds': 2.71, 'user_time_seconds': 7057.52}]",600,601.019193064,pass,VALIDATED,High,"Verified worker progress, complete affinity/worker counts, and near-full measured CPU saturation",No,results/2026-08-13_14-14-53_x86_64 Integrated and Discrete GPU Acceptance Rerun/run_manifest.json; profile_used.json; system_info.json; raw_telemetry.csv; worker_results/; worker_logs/; advanced_debug/
Ryzen 5 8600G / Radeon 760M / RX 550 / T1000 / RTX PRO 6000,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition [discrete] 0000:01:00.0; AMD Radeon RX 550 / 550 Series [discrete] 0000:04:00.0; NVIDIA T1000 8GB [discrete] 0000:05:00.0; AMD Radeon 760M Graphics [integrated] 0000:08:00.0,x86_64 Integrated and Discrete GPU Acceptance Rerun,x86_id_acceptance_cpu_python,CPU Python Verified Saturation,required,logical CPU set,"CPU 0,1,2,3,4,5,6,7,8,9,10,11",cpu:python_fallback,python_fallback,12,1,auto,resolved common-safe/native evidence in manifest,near-full target CPU saturation,"aggregate median=100.00%, p10=100.00%, min=100.00%, lowest logical median=100.00%",N/A,N/A,durable backend-specific verification/readback/integrity evidence,python_fallback:passes=101102 failures=0,600,600.769114014,pass,VALIDATED,High,"Verified worker progress, complete affinity/worker counts, and near-full measured CPU saturation",No,results/2026-08-13_14-14-53_x86_64 Integrated and Discrete GPU Acceptance Rerun/run_manifest.json; profile_used.json; system_info.json; raw_telemetry.csv; worker_results/; worker_logs/; advanced_debug/
Ryzen 5 8600G / Radeon 760M / RX 550 / T1000 / RTX PRO 6000,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition [discrete] 0000:01:00.0; AMD Radeon RX 550 / 550 Series [discrete] 0000:04:00.0; NVIDIA T1000 8GB [discrete] 0000:05:00.0; AMD Radeon 760M Graphics [integrated] 0000:08:00.0,x86_64 Integrated and Discrete GPU Acceptance Rerun,x86_id_acceptance_ram_stress_ng,RAM stress-ng Verification Evidence,required,system RAM,none recorded,memory:stress_ng,stress_ng,one per selected GPU / one memory worker as configured,1,N/A,N/A,sustained assigned memory/GPU pressure and verified progress,"memory used median=29.01 GiB, max=29.09 GiB",memory=80%,N/A,durable backend-specific verification/readback/integrity evidence,stress_ng:passed=None failed=None metrics=[],600,530.7752119610002,aborted,FAILED,High,Runtime guard emergency at MemAvailable=0 correctly stopped an unsustainable 80% workload before final metrics,No (guard behavior validated; backend validated elsewhere),results/2026-08-13_14-14-53_x86_64 Integrated and Discrete GPU Acceptance Rerun/run_manifest.json; profile_used.json; system_info.json; raw_telemetry.csv; worker_results/; worker_logs/; advanced_debug/
Ryzen 5 8600G / Radeon 760M / RX 550 / T1000 / RTX PRO 6000,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition [discrete] 0000:01:00.0; AMD Radeon RX 550 / 550 Series [discrete] 0000:04:00.0; NVIDIA T1000 8GB [discrete] 0000:05:00.0; AMD Radeon 760M Graphics [integrated] 0000:08:00.0,x86_64 Integrated and Discrete GPU Acceptance Rerun,x86_id_acceptance_ram_python,RAM Python Integrity Evidence,required,system RAM,none recorded,memory:python_fallback,python_fallback,one per selected GPU / one memory worker as configured,1,N/A,N/A,sustained assigned memory/GPU pressure and verified progress,"memory used median=4.83 GiB, max=4.92 GiB",memory=80%,memory assigned=13181108224 achieved=13181108224 ratio=1.0,durable backend-specific verification/readback/integrity evidence,python_fallback:passes=16 failures=3218044,600,601.2398922429998,fail,FAILED,High,Deterministic false mismatch when rewrite pattern reached byte value zero,Yes,results/2026-08-13_14-14-53_x86_64 Integrated and Discrete GPU Acceptance Rerun/run_manifest.json; profile_used.json; system_info.json; raw_telemetry.csv; worker_results/; worker_logs/; advanced_debug/
Ryzen 5 8600G / Radeon 760M / RX 550 / T1000 / RTX PRO 6000,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition [discrete] 0000:01:00.0; AMD Radeon RX 550 / 550 Series [discrete] 0000:04:00.0; NVIDIA T1000 8GB [discrete] 0000:05:00.0; AMD Radeon 760M Graphics [integrated] 0000:08:00.0,x86_64 Integrated and Discrete GPU Acceptance Rerun,x86_id_acceptance_igpu_compute,Integrated GPU Vulkan Compute,required,integrated_all,none recorded,gpu_3d:vulkan_compute,none recorded,one per selected GPU / one memory worker as configured,0,N/A,N/A,sustained assigned memory/GPU pressure and verified progress,worker/GPU telemetry; see worker evidence,N/A,N/A,durable backend-specific verification/readback/integrity evidence,none,600,0,skip,UNEXPECTED SKIP / LVS DEFECT,High,"Vulkan exposed a real AMD integrated GPU, but DRM-only class selection matched no integrated target",Yes for unexecuted transfer/stateful/concurrency,results/2026-08-13_14-14-53_x86_64 Integrated and Discrete GPU Acceptance Rerun/run_manifest.json; profile_used.json; system_info.json; raw_telemetry.csv; worker_results/; worker_logs/; advanced_debug/
Ryzen 5 8600G / Radeon 760M / RX 550 / T1000 / RTX PRO 6000,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition [discrete] 0000:01:00.0; AMD Radeon RX 550 / 550 Series [discrete] 0000:04:00.0; NVIDIA T1000 8GB [discrete] 0000:05:00.0; AMD Radeon 760M Graphics [integrated] 0000:08:00.0,x86_64 Integrated and Discrete GPU Acceptance Rerun,x86_id_acceptance_igpu_transfer,Integrated GPU Vulkan Transfer,required,integrated_all,none recorded,gpu_3d:vulkan,none recorded,one per selected GPU / one memory worker as configured,0,N/A,N/A,sustained assigned memory/GPU pressure and verified progress,worker/GPU telemetry; see worker evidence,N/A,N/A,durable backend-specific verification/readback/integrity evidence,none,600,0,skip,UNEXPECTED SKIP / LVS DEFECT,High,"Vulkan exposed a real AMD integrated GPU, but DRM-only class selection matched no integrated target",Yes for unexecuted transfer/stateful/concurrency,results/2026-08-13_14-14-53_x86_64 Integrated and Discrete GPU Acceptance Rerun/run_manifest.json; profile_used.json; system_info.json; raw_telemetry.csv; worker_results/; worker_logs/; advanced_debug/
Ryzen 5 8600G / Radeon 760M / RX 550 / T1000 / RTX PRO 6000,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition [discrete] 0000:01:00.0; AMD Radeon RX 550 / 550 Series [discrete] 0000:04:00.0; NVIDIA T1000 8GB [discrete] 0000:05:00.0; AMD Radeon 760M Graphics [integrated] 0000:08:00.0,x86_64 Integrated and Discrete GPU Acceptance Rerun,x86_id_acceptance_igpu_stateful,Integrated GPU Vulkan Stateful Shared Memory,required,integrated_all,none recorded,gpu_3d:vulkan_compute,none recorded,one per selected GPU / one memory worker as configured,0,N/A,N/A,sustained assigned memory/GPU pressure and verified progress,worker/GPU telemetry; see worker evidence,gpu_3d=80%,N/A,durable backend-specific verification/readback/integrity evidence,none,600,0,skip,UNEXPECTED SKIP / LVS DEFECT,High,"Vulkan exposed a real AMD integrated GPU, but DRM-only class selection matched no integrated target",Yes for unexecuted transfer/stateful/concurrency,results/2026-08-13_14-14-53_x86_64 Integrated and Discrete GPU Acceptance Rerun/run_manifest.json; profile_used.json; system_info.json; raw_telemetry.csv; worker_results/; worker_logs/; advanced_debug/
Ryzen 5 8600G / Radeon 760M / RX 550 / T1000 / RTX PRO 6000,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition [discrete] 0000:01:00.0; AMD Radeon RX 550 / 550 Series [discrete] 0000:04:00.0; NVIDIA T1000 8GB [discrete] 0000:05:00.0; AMD Radeon 760M Graphics [integrated] 0000:08:00.0,x86_64 Integrated and Discrete GPU Acceptance Rerun,x86_id_acceptance_dgpu_compute,Discrete GPU Vulkan Compute,required,discrete_all,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition; NVIDIA T1000 8GB,gpu_3d:vulkan_compute,python_vulkan_compute,one per selected GPU / one memory worker as configured,2,N/A,N/A,sustained assigned memory/GPU pressure and verified progress,worker/GPU telemetry; see worker evidence,N/A,gpu assigned=1610612736 achieved=1610616832 ratio=1.0; gpu assigned=201326592 achieved=201330688 ratio=1.0,durable backend-specific verification/readback/integrity evidence,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition:passes=1272 failures=0 | NVIDIA T1000 8GB:passes=1879 failures=0,600,600.920067304,warning,"PARTIALLY EXECUTED, NOT VALIDATED",High,discrete_all omitted the Vulkan-discrete RX 550; selected NVIDIA participants themselves verified,Yes for RX 550 transfer/stateful coverage,results/2026-08-13_14-14-53_x86_64 Integrated and Discrete GPU Acceptance Rerun/run_manifest.json; profile_used.json; system_info.json; raw_telemetry.csv; worker_results/; worker_logs/; advanced_debug/
Ryzen 5 8600G / Radeon 760M / RX 550 / T1000 / RTX PRO 6000,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition [discrete] 0000:01:00.0; AMD Radeon RX 550 / 550 Series [discrete] 0000:04:00.0; NVIDIA T1000 8GB [discrete] 0000:05:00.0; AMD Radeon 760M Graphics [integrated] 0000:08:00.0,x86_64 Integrated and Discrete GPU Acceptance Rerun,x86_id_acceptance_dgpu_transfer,Discrete GPU Vulkan Transfer,required,discrete_all,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition; NVIDIA T1000 8GB,gpu_3d:vulkan,python_vulkan_transfer,one per selected GPU / one memory worker as configured,2,N/A,N/A,sustained assigned memory/GPU pressure and verified progress,worker/GPU telemetry; see worker evidence,N/A,gpu assigned=402653184 achieved=805306368 ratio=1.0; gpu assigned=201326592 achieved=402653184 ratio=1.0,durable backend-specific verification/readback/integrity evidence,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition:passes=6587 failures=0 | NVIDIA T1000 8GB:passes=3201 failures=0,600,601.9011869369997,pass,"PARTIALLY EXECUTED, NOT VALIDATED",High,discrete_all omitted the Vulkan-discrete RX 550; selected NVIDIA participants themselves verified,Yes for RX 550 transfer/stateful coverage,results/2026-08-13_14-14-53_x86_64 Integrated and Discrete GPU Acceptance Rerun/run_manifest.json; profile_used.json; system_info.json; raw_telemetry.csv; worker_results/; worker_logs/; advanced_debug/
Ryzen 5 8600G / Radeon 760M / RX 550 / T1000 / RTX PRO 6000,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition [discrete] 0000:01:00.0; AMD Radeon RX 550 / 550 Series [discrete] 0000:04:00.0; NVIDIA T1000 8GB [discrete] 0000:05:00.0; AMD Radeon 760M Graphics [integrated] 0000:08:00.0,x86_64 Integrated and Discrete GPU Acceptance Rerun,x86_id_acceptance_dgpu_stateful,Discrete GPU Vulkan Stateful Dedicated Memory,required,discrete_all,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition; NVIDIA T1000 8GB,gpu_3d:vulkan_compute,python_vulkan_compute,one per selected GPU / one memory worker as configured,2,N/A,N/A,sustained assigned memory/GPU pressure and verified progress,worker/GPU telemetry; see worker evidence,gpu_3d=90%,gpu assigned=92377759744 achieved=92377763840 ratio=1.0; gpu assigned=7730937856 achieved=7730941952 ratio=1.0,durable backend-specific verification/readback/integrity evidence,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition:passes=1483 failures=0 | NVIDIA T1000 8GB:passes=1652 failures=0,600,601.8576046139997,warning,"PARTIALLY EXECUTED, NOT VALIDATED",High,discrete_all omitted the Vulkan-discrete RX 550; selected NVIDIA participants themselves verified,Yes for RX 550 transfer/stateful coverage,results/2026-08-13_14-14-53_x86_64 Integrated and Discrete GPU Acceptance Rerun/run_manifest.json; profile_used.json; system_info.json; raw_telemetry.csv; worker_results/; worker_logs/; advanced_debug/
Ryzen 5 8600G / Radeon 760M / RX 550 / T1000 / RTX PRO 6000,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition [discrete] 0000:01:00.0; AMD Radeon RX 550 / 550 Series [discrete] 0000:04:00.0; NVIDIA T1000 8GB [discrete] 0000:05:00.0; AMD Radeon 760M Graphics [integrated] 0000:08:00.0,x86_64 Integrated and Discrete GPU Acceptance Rerun,x86_id_acceptance_ram_igpu,Combined RAM and iGPU Shared Memory,required,integrated_all,none recorded,memory:native; gpu_3d:vulkan_compute,none recorded,one per selected GPU / one memory worker as configured,0,N/A,N/A,sustained assigned memory/GPU pressure and verified progress,"memory used median= GiB, max= GiB",memory=70%; gpu_3d=70%,N/A,durable backend-specific verification/readback/integrity evidence,none,600,0,skip,UNEXPECTED SKIP / LVS DEFECT,High,"Vulkan exposed a real AMD integrated GPU, but DRM-only class selection matched no integrated target",Yes for unexecuted transfer/stateful/concurrency,results/2026-08-13_14-14-53_x86_64 Integrated and Discrete GPU Acceptance Rerun/run_manifest.json; profile_used.json; system_info.json; raw_telemetry.csv; worker_results/; worker_logs/; advanced_debug/
Ryzen 5 8600G / Radeon 760M / RX 550 / T1000 / RTX PRO 6000,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition [discrete] 0000:01:00.0; AMD Radeon RX 550 / 550 Series [discrete] 0000:04:00.0; NVIDIA T1000 8GB [discrete] 0000:05:00.0; AMD Radeon 760M Graphics [integrated] 0000:08:00.0,x86_64 Integrated and Discrete GPU Acceptance Rerun,x86_id_acceptance_ram_dgpu,Combined RAM and dGPU Dedicated Memory,required,discrete_all,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition; NVIDIA T1000 8GB,memory:native; vram:vulkan,python_vulkan_compute,one per selected GPU / one memory worker as configured,3,N/A,N/A,sustained assigned memory/GPU pressure and verified progress,"memory used median=29.86 GiB, max=29.90 GiB",memory=80%; vram=90%,gpu assigned=92377763020 achieved=92377766912 ratio=1.0; gpu assigned=7730941132 achieved=7730945024 ratio=1.0,durable backend-specific verification/readback/integrity evidence,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition:passes=1163 failures=0 | NVIDIA T1000 8GB:passes=1550 failures=0,600,601.662880846,warning,"PARTIALLY EXECUTED, NOT VALIDATED",High,discrete_all omitted the Vulkan-discrete RX 550; selected NVIDIA participants themselves verified,Yes for RX 550 transfer/stateful coverage,results/2026-08-13_14-14-53_x86_64 Integrated and Discrete GPU Acceptance Rerun/run_manifest.json; profile_used.json; system_info.json; raw_telemetry.csv; worker_results/; worker_logs/; advanced_debug/
Ryzen 5 8600G / Radeon 760M / RX 550 / T1000 / RTX PRO 6000,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition [discrete] 0000:01:00.0; AMD Radeon RX 550 / 550 Series [discrete] 0000:04:00.0; NVIDIA T1000 8GB [discrete] 0000:05:00.0; AMD Radeon 760M Graphics [integrated] 0000:08:00.0,x86_64 Integrated and Discrete GPU Acceptance Rerun,x86_id_acceptance_igpu_dgpu,Combined iGPU and dGPU Compute,required,all,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition; AMD Radeon RX 550 / 550 Series (RADV POLARIS12); AMD Radeon 760M Graphics (RADV PHOENIX); NVIDIA T1000 8GB,gpu_3d:vulkan_compute,python_vulkan_compute,one per selected GPU / one memory worker as configured,4,N/A,N/A,sustained assigned memory/GPU pressure and verified progress,worker/GPU telemetry; see worker evidence,N/A,gpu assigned=1610612736 achieved=1610616832 ratio=1.0; gpu assigned=100663296 achieved=100667392 ratio=1.0; gpu assigned=50331648 achieved=50335744 ratio=1.0; gpu assigned=201326592 achieved=201330688 ratio=1.0,durable backend-specific verification/readback/integrity evidence,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition:passes=1254 failures=0 | AMD Radeon RX 550 / 550 Series (RADV POLARIS12):passes=648 failures=0 | AMD Radeon 760M Graphics (RADV PHOENIX):passes=6127 failures=0 | NVIDIA T1000 8GB:passes=1830 failures=0,600,600.5053121069996,warning,VALIDATED WITH EXPLAINED WARNING,High,All four GPUs ran verified compute concurrently; thermal warning was truthful,No,results/2026-08-13_14-14-53_x86_64 Integrated and Discrete GPU Acceptance Rerun/run_manifest.json; profile_used.json; system_info.json; raw_telemetry.csv; worker_results/; worker_logs/; advanced_debug/
